Score,ID,Text
0,532,Sunday roast while watching rugby World Cup  priceless... Ü€©Ü‰ÁÜ€ñÜ€_Ü€¿Ü€_Ü€‚Ü€_Ü‰‚Ü€€Ü€„è__ÜÅÈÜÅëÜ‰_Ü€ïÜ€_Ü€©Ü€_Ü€ÅÜÅ£ÜÅ__ìó_‚Ö_ôçÇ_ôÍ´_ôè_äó_ https://t.co/ThRp2j09ls
2,888,19.09.2015: FRA vs ITA  Rugby World Cup 2015  Twickenham  England. @mufleäó_ https://t.co/6bak2ln6op
0,133,Rugby World Cup Evening #greenscreen #london @ Banking Hall https://t.co/Z8OGb0xriL
1,861,Closest an Englishman got to the World Cup #rwc15 @ Twickenham Rugbyäó_ https://t.co/vYH32GVF7I
-1,187,Rugby World Cup 'gridlock' fears http://t.co/SPjyWqruTk #London http://t.co/3K0gEe2VRY
2,785,45 mins before The Rugby World Cup kicks off and we have opened the Clubhouse so that you can have aäó_ https://t.co/eqod1xFRUN
0,506,ENG  X FIJ Rugby World Cup @ The Plough Bar And Kitchen https://t.co/kbVOZJ1qFq
1,1023,Embracing #44daysofcrazy with @jillcress at Rugby World Cup 2015. Go Italy! http://t.co/SEQLYN37Kh
2,757,Biggest crowed at the world cup! Love rugby! #wembley #rugbyworldcup2015äó_ https://t.co/Zgshmznbwa
0,313,Way to the rugby world cup! @ Kingston Riverside River Thames https://t.co/7UirhNDPhm
-1,533,University views _ôïó_ôÍ¿ Rugby world cup preparations. @ Wembley Stadium https://t.co/4JqLyHdAzV
1,168,An absolutly amazing couple of days working with the Rugby World Cupäó_ https://t.co/GE97wtTQxm
0,146,Rugby world cup opening ceremony good luck England.
0,572,Doing some sightseeing while prepping for Day 2 of the Rugby World Cup. #agencylife @ Trafalgaräó_ https://t.co/nHdJsgCu7a
2,557,Preparing for the rugby World Cup for French radio stations @ Hammersmith https://t.co/Epr3OZwkIs
2,490,Rugby World Cup final with Shaun @ Twickenham Rugy Stadium https://t.co/olUvdUpJ56
2,183,#dancartershow #rwc2015 @ Twickenham Stadium Rugby World Cup Final https://t.co/OCMYbVTIna
2,873,Don't think I could be more excited for the rugby World Cup tonight! #WearTheRose #CarryThemHome
2,307,#RWC2015 bronze final with the #family #goboks @ Rugby World Cup 2015äó_ https://t.co/P2LvvMl2Vu
2,809,Fireworks at the Final  Rugby World Cup 2015 #passionpassport #exploretheglobe #instatraveläó_ https://t.co/73JYlgfQRy
2,182,Laura Wright opens Rugby World Cup http://t.co/8p35Tu064p http://t.co/nNmdLAjlFw
2,640,Rugby World Cup: Nigel Owens confirmed as final referee - https://t.co/EDl5CvPcTD
1,451,Watching the #allblacks train ahead of the rugby World Cup! #rwc2015 @äó_ https://t.co/BoG26Eqzr4
-1,163,La  camiseta Pumas sold out @ Offical Rugby World Cup Store https://t.co/59hGhkUnUe
-1,522,Rugby World Cup fever here in London #rugbyhaslanded @ Heathrow Airport https://t.co/pnXLgxQfTz
-2,793,congrats @allblacks @ Twickenham Stadium Rugby World Cup Final https://t.co/wvcwZ5bsSs
-1,706,NZ v SA Rugby World Cup Semi Finals woooooo #rcw2015 #twickers @äó_ https://t.co/WoY99PQSSd
0,12,Haka!!! #RWC2015 #rugbyworldcup #AllBlacks @ Rugby World Cup Olympicäó_ https://t.co/tQIxc0oVGO
1,590,Rugby World Cup 2015! #RWC2015 #Springboks _ôˆË_ôˆ_ _ôèÊ @ Amex Stadium Brighton https://t.co/0ORDp1sLRz
2,782,RWC 2015 Champs! @ @ Twickenham Stadium Rugby World Cup Final https://t.co/5zN4XMyA8P
1,952,Rugby World Cup .... (@ Wembley Stadium in Wembley  Greater London) https://t.co/G0mn9JxI4K
1,650,#rwc2015 #carrythemhome #eng #englandrugby @ Rugby World Cup Openingäó_ https://t.co/8x0wxAsj8X
2,897,Rugby World Cup today! Supporting USA (mainly because I'm not entirelyäó_ https://t.co/pc2uK03M4q
2,813,Just posted a photo @ Rugby World Cup Opening Ceremony https://t.co/l1T93z7eJf
1,106,USA scoring a try against Samoa at the Rugby World Cup!! @meganekelseyäó_ https://t.co/pOFcS4iQKg
1,250,Getting the full experience. #RWC2015 (@ Rugby World Cup Fanzone) https://t.co/E9hKkQmWtk
-1,447,A little Jo welcome to the Fiji Rugby World Cup team! http://t.co/jTRwwpeQIt
1,330,Rugby World Cup. NZL V ARG #rwc2015 @ Wembley Stadium https://t.co/E8b4BrM4ZX
1,429,Rugby World Cup sweepstake...Canada and Scotland it is then! #worldcup2015 #sweepstake #comeonenglandäó_ https://t.co/iselDs72V4
2,289,One for the books .. Rugby World Cup 2015 France v Italy #allezlesbleuäó_ https://t.co/edHKBNUAG0
1,64,#OpeningCeremony #rwc2015 #scrumtogether @ Rugby World Cup Opening Ceremony https://t.co/am4wJHQm7h
0,163,Rugby World Cup #Rwc2015 #worldrugbyawards @sarahlarea @ Battersea Evolution https://t.co/IgqR1ap641
2,119,@GMB The opening ceremony of the Rugby World Cup starts at 6.45pm on ITV
2,258,Rugby World Cup 2015#wembleystadium #rubgyworldcup #NZLVARG @ Wembley Stadium https://t.co/i7zT3og3so
1,387,Performing at the Rugby World Cup semi finals _ôÖ_ @ Twickenham Stadium https://t.co/wEMH2LNhhw
-1,640,Just posted a photo @ Rugby World Cup Fanzone Richmond https://t.co/nzRhWOWYEv
-2,197,My boys are at the stadium! Come on England _ôè__ôë_ @ Rugby World Cup Openingäó_ https://t.co/0cqubRSdOT
1,704,Ready to watch some World Cup Rugby! #RWC2015 #SAMvUSA http://t.co/WbyXAhu1mI
-1,664,Rugby World Cup final #rwc2015 #pubgarden #londonlife @ The Stag https://t.co/JK71RJ5tPa
2,802,I wuz there _ôˆ¿_ôˆµ_ôˆ¿_ôˆµ_ôˆ¿_ôˆµ @ Rugby World Cup South Africa vs Japan https://t.co/6qPrwYoRZ4
2,558,Relatively confident I could grab the Rugby World Cup and outrun thisäó_ https://t.co/afwhq5stik
-1,831,Ha'way England!!! @ Twickenham Stadium Rugby World Cup Final https://t.co/t6q2k7b3En
0,545,We're at the Rugby World Cup Quarter Final!!! #rwc2015 @ Twickenham Stadium https://t.co/Va1wViPOzT
0,317,Yes for a change I`ll be watching the rugby world cup. http://t.co/V2HgBZE6kD
-1,152,Rugby World cup 2015  All Blacks. .. THE BEST FUCKIN' MACHINE!!  #allblacksthefuckingmachine @äó_ https://t.co/H45F5ORMlq
0,573,#DanCarterBhangra #RWC2015final @ Twickenham Stadium Rugby World Cup Final https://t.co/glVbrr4zio
1,306,Go #southafrica #rugbyworldcup2015 _ôè_ @ Rugby World Cup South Africa vs Japan https://t.co/fRdlJT1Bz5
-2,478,Rugby World Cup over _ôÖ_ who's out for a ride? #rugbyworldcup2015 #getonyourbike #cycling #bikeäó_ https://t.co/ZFgp6YZHCI
2,59,Rugby World Cup 2015 (@ Twickenham Stadium in Twickenham  Greater London) https://t.co/KO5rTU1W5V
1,336,#twickenham #rugbyworldcup #carrythemhome @ Rugby World Cup Opening Ceremony https://t.co/KB6eE7IEpb
2,508,Well done #NewZealand #rwc2015_ôè_ #rwc2015 @ 2015 Rugby World Cup https://t.co/UE2pETECoR
-1,59,RWC 2015 #makethemgiants #carrythemhome @ Rugby World Cup Opening Ceremony https://t.co/yyxnvB4eOp
1,75,Wembley. Ireland v Romania. Rugby world cup 2015. @ Wembley Stadium https://t.co/SCZZPNiRLH
2,646,Yeh bois!!! @ Twickenham Stadium Rugby World Cup Final https://t.co/7431fmCqyh
-2,419,Rugby World Cup. #backstage #rwc2015 @andoben @ Trafalgar Square https://t.co/SMOkyxiFO6
2,495,Rugby World Cup #2015 #Final #AB's vs #Wallabies @ Trafalgar Square https://t.co/9894fcFIwv
2,449,Rugby World Cup. #backstage #rwc2015 #productionteam @ Trafalgar Square https://t.co/3WntROHeLP
2,391,Rugby World  Cup ä»ç (@ London - @visitlondon in London  Greater London) https://t.co/21QiKfECGE
0,167,Ireland vs Canada #rwc2015 @ Rugby World Cup Fan Zone https://t.co/XjxRcjOP5B
0,625,jacfoster4 England vs Australia rugby World Cup @ Twickenham Stadium https://t.co/HRA8zqLqk8
1,610,Such an amazing day at the rugby World Cup on Saturday! Such a shame about the score but theäó_ https://t.co/dftqTM40G5
1,311,What a place to watch the #rwc2015 #scovsjap @ Rugby World Cup Fan Zone https://t.co/0CVEAayAL8
2,699,Nearly forgot Ireland good opening win rugby world cup.
1,657,Rugby World Cup Tickets have come _ôè__ôèÊ only a two weeks now _ô»è Can't wait!
2,303,Today at Blackheath - the rugby World Cup! Come on England! #rwc#puregold http://t.co/JgazYnCZYL
2,313,So the rugby World Cup starts tomorrow... Not only are we showing the games... We are also givingäó_ https://t.co/QOPHpTdZls
-2,338,Rugby World Cup 2015 Official Store #RugbyTime #London @ Covent Garden https://t.co/HOH5QF6nDU
1,124,Go Australia! What a great game against Wales. To be in the midst of the Rugby World Cup was awesome!äó_ https://t.co/AK1YTQ4BWO
2,98,All Blacks' Rugby World Cup 18th century hotel headquarters 'haunted'  serene - https://t.co/SXQp1MNjIL https://t.co/LSelHZJFMx
2,715,Heading back home from the rugby World Cup  match between Australia andäó_ https://t.co/CEDSNR34Xt
0,703,Sea of people watching the rugby world cup final at the fan zone.äó_ https://t.co/2QTJmv4Wi6
2,504,Oh dear  are England about to be knocked out of the Rugby World Cup #engvaus #rugbyworldcup http://t.co/B1AbYGMVm8
1,470,Australia v Scotland Rugby World Cup 2015 Quarter Finals! @ Twickenham Stadium https://t.co/DP3wnH5COm
-1,134,The Haka! #rugbyworldcup #rugbyworldcup2015 #worldcup2015 #newzealand @ Rugby World Cup Olympicäó_ https://t.co/BuujNTdEIM
2,436,michaelhowells getting into the rugby World Cup spirit _ôè_ #rugbyworldcup2015 #swinglow #sweetchariot @äó_ https://t.co/cJRHRgUFjx
1,141,Ready for Rugby World Cup 2015 #SHOWUSYOURTACKLE @jackwills #richmond #jwcantlivewithout #jackwills @äó_ https://t.co/98cPetyyjG
-1,256,Rugby World Cup Fanzone #london #clasicsarb @ RWC 2015 Richmond Fanzone https://t.co/VYTcZSeEOa
2,658,Skiving again @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/pJg8BvWkcJ
2,286,*shouts out of plane really loudly* is the Rugby World Cup over yet? http://t.co/mmRM23HE2l
0,404,Rugby World Cup at the Richmond fan park! @ Old Deer Park https://t.co/Sl7exXDySK
2,648,#BLACKOUT Supporting our #Polynesian brothers in the #ALLBLACKS this weekend for the Rugby World Cupäó_ https://t.co/UbEjwepfaL
-1,301,Keeping the spirit alive in rugby World Cup town! (@ DocuSign) https://t.co/hIJ5w6dXvE http://t.co/GfO68cqsCa
2,121,What an evening  after 10 weeks working at the Rugby world cup what a great way to end it on!äó_ https://t.co/AjmY9qIGzk
0,201,Here's Jack trying to fit in with the Rugby World Cup last night.... http://t.co/DnjBEI5Zl1
-1,26,Twickenham Stadium is getting its Rugby World Cup face on. @ Twickenham Stadium https://t.co/F1OYASqKGa
0,92,It is game time. Rugby World Cup Final 2015 #rwc2015 #nzvsaus @ Twickenham https://t.co/DWhoX5YPAK
-2,449,Rugby World Cup England 2015. ALLEZ LES BLEUS! @ Twickenham Stadium https://t.co/NSMgvwdiAo
2,253,My Puma is ready for tomorrow _ôè_ Argentina vs Australia at the Rugby World Cup 2015 @unionargentinaäó_ https://t.co/UhRjXRoCdP
2,631,_ôçó_ôè__ôˆ¬_ôˆÈ_ôï__ôè__ôïë_ôè_ @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/FNgZv6aEEd
1,723,Good start to the Rugby World Cup #carrythemhome #ENGvFJI #gotbs http://t.co/gKrChxVqYt
0,694,Haka... @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/wC1vgoLmBf
1,516,Just the beginning @ Rugby World Cup  !! TWICKENHAM !! tom_banntyne  @crossfitdl21dl  !! #AllBlacks @äó_ https://t.co/DJZfQ2Ue9E
1,573,Closest we'll get to the _ôèÊ @sharkeyseamus is supporting his _ôˆÂ_ôˆ¬ forefathers tonight @ Rugby World Cupäó_ https://t.co/98B8iqIH14
-1,321,Prince William and Kate Middleton Cuddle Up at the Rugby World Cup http://t.co/EKRuSzt6og
0,29,The start of the eighth Rugby World Cup #passionpassport #exploretheglobe #instatravel #travelgramäó_ https://t.co/9MhaUgSDgj
0,1068,Feeling super lucky and very privileged to be at the Rugby World Cup Final 2015! _ô»_äÖ_¥Ÿè_ôèÊ#RWCFinal @äó_ https://t.co/MxrP5X7kQq
0,513,Maybe just a little bit Welsh. (@ Rugby World Cup Fanzone) https://t.co/mZamjOYZcZ
0,602,The England players fighting for their Rugby World Cup lives. http://t.co/AFsyXVpgDM #RWC2015
1,590,The England players fighting for their Rugby World Cup lives http://t.co/AFsyXVpgDM #RWC2015
1,431,have a half day on friday bc the rugby world cup starts yes lads
2,840,Has the Rugby World Cup expanded the game's appeal outside its traditional audience? https://t.co/bWcCK633l0
1,957,Afternoon wembley for Rugby World Cup New Zealand all blacks vs Argentinaäó_ https://t.co/SUZpYjqbK1
0,77,World cup warm up #engvsfra #rugby #England #carrythemhome @ Twickenham Stadium https://t.co/BmH6SebKAr
-2,780,Twickers for #engvire world cup warm-up #bolly @ Twickenham Rugby Staduim https://t.co/q5qKxBB0sq
1,702,The #LondonEye is celebrating the final of the Rugby World Cup 2015.  #RWC2015 #AUSNZL @ The Officialäó_ https://t.co/4lfKdxdEFr
-1,596,Waiting for the final of Rugby World Cup to start!!!! GO ALL BLACKS!!!! @ Trafalgar Square https://t.co/EbMezDman3
2,587,Pre conferenza chiusura RUGBY World Cup @ Twickenham Rugy Stadium https://t.co/W2EwObC5CV
1,463,#RWC2015 Final Go Kiwis! @ 2015 Rugby World Cup - Final - New Zealand väó_ https://t.co/4PTeo24xvI
1,165,Rugby World Cup Final @ Twickenham Stadium  Twickenham  Greater London https://t.co/OVXXGyrHGB
1,369,Watched the England versus Australia Rugby World Cup game in an Englishäó_ https://t.co/Atfn0VaWWR
0,83,First time at a game for Rugby World Cup! I am excited! @ Twickenham Stadium https://t.co/WNcVDbrTmG
2,514,Swing low... #rwc2015 #weartherose @ Rugby World Cup Opening Ceremony https://t.co/1JGi7LHYtx
-1,77,Rugby World Cup Bronze Final. @ Queen Elizabeth Olympic Stadium https://t.co/C22l0wxHDx
1,13,The London Eye lit up for the Rugby World Cup.   #noraininlondon#londonlife @ Londond Eye https://t.co/usAAhuAj7a
0,118,#rwc2015 #nz #new #champions @ Twickenham Stadium Rugby World Cup Final https://t.co/S20OK6vwed
0,725,Watching #FijiVsCanada in a rugby union world cup warm up match Perks ofäó_ https://t.co/AloDTM4HyN
-2,424,Rugby World Cup 2015. Semi-final _ôˆ__ôˆ_ v _ôˆ__ôˆ‡ at Twickenham #rwc2015 @ Twickenham Stadium https://t.co/h0NAQYaiTu
2,813,Siapa nak lai lai (@ Rugby World Cup 2015 Store in London) https://t.co/28QXgqRLur
0,323,Things haven't turned out as we expected for England but we are still loving the Rugby World Cup.äó_ https://t.co/ZoBaIjpK4C
-1,1044,Rugby world cup. IRELAND - ROMANIA. @ Wembley Stadium -Olympic Venue https://t.co/cB0hZoTSwN
2,948,Rugby World Cup Final 2015 #allblacks #passionpassport #exploretheglobe #instatravel #travelgramäó_ https://t.co/O2iP8m1Jsb
2,104,Rugby World Cup Finals #celebration #london #magic @ Trafalgar Square https://t.co/iThBv3dGKe
1,132,Join us for the Rugby World Cup Final this Saturday KO 4pm! Then for some live music to celebrateäó_ https://t.co/QevhocxUNG
1,400,Siempre con el rubio _ôïÊ_ôè_ @ Twickenham Stadium Rugby World Cup Final https://t.co/wfpkemEAag
-1,166,Twickenham was very different yesterday compared to shooting at The Rugby World Cup #brandonfotoäó_ https://t.co/yYwzYcalxe
1,617,I'm not one for sport but when the Rugby World Cup is held practically next door it would be soäó_ https://t.co/1RZ2yfuc1W
2,28,The #LondonEye celebrates the Rugby World Cup through colour  brilliantly captured by themearns _ôÖçäó_ https://t.co/GfsNwxoeM7
2,212,Flying through #TrafalgarSquare. There's a Rugby World Cup fanzone here today. Head on over for someäó_ https://t.co/znnbABm98K
2,1042,#England team In #Croydon to train for #Rugby World Cup? @rugbyworldcup http://t.co/XcRSvoLqAh
-2,310,Heaving! World Cup Rugby Wales v. South Africa (at @PorterhouseBars) https://t.co/2wEi4ci53X http://t.co/Eu2vB9bson
-1,570,#redarrows #fanzonerichmond #allblacks #rugbyworldcup2015 @ Rugby World Cup Fanzone Richmond https://t.co/Sq9Xxx5k87
2,760,Rugby World Cup 2015 Semi Finals people! NZ v RSA @ Twickenham Stadium https://t.co/h5ooKWUMSZ
0,169,Fantastic rugby World Cup opening ceremony and first game  greatäó_ https://t.co/A7RStixCvI
1,609,#Excited! Going to see @takethat kicking off the Rugby World Cup!  #WearTheRose
0,324,My husband's rugby World Cup #RWC15 invite and ticket. A box and plack -äó_ https://t.co/FyNiJvMARZ
2,127,Amazing first Rugby World Cup game!!! #rwc2015 @ Twickenham Stadium https://t.co/r5DRf8McDm
2,362,#whitmoregames #rugbyworldcup2015 #carrythemhome #rwc2015 @ Rugby World Cup Fan Zone https://t.co/AsdGZhpI0m
2,0,The AllBlacks. #rugbyworldcup2015 #newzealand #Namibia #olymipcstadium @ Rugby World Cup Olympicäó_ https://t.co/umplSMUGm6
0,83,Just posted a photo @ Twickenham Stadium Rugby World Cup Final https://t.co/PMdvgT3zNJ
1,37,Let's fucking do this #englandrugby #carrythemhome @hazzus @ Rugby World Cup Opening Ceremony https://t.co/TAJK5dvGhX
0,407,_ôè_RUGBY WORLD CUP 2015_ôè_ #epic had so much jokes _ôï__ôè__ô»è_ôè__ôï__ôè_ @ Twickenham Rugbyäó_ https://t.co/DsxeeLqJef
-1,529,#allblacks @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/o0MbmuNjDs
2,356,France v Canada rugby World Cup Thursday Is better with free tickets
2,167,Rugby World Cup. #rwc2015 @ Lloyds Banking Group Chiswell Street https://t.co/nn4qxcCVtU
-1,908,#AllBlacksVsPumas @ Wembley Stadium  New Zealand v Argentina  2015 Rugby World Cup https://t.co/46QzggdeHN
2,361,#RWC2015 | Here we go then! Time for the Rugby World Cup 2015 KICK OFF! The londoneye are giving youäó_ https://t.co/78lvcbSdIk
2,893,Wembley stadium Ireland v Rumania Rugby World Cup 2015 #RugbyWorldCup2015 #WembleyStadiumäó_ https://t.co/mLJtzLfZQQ
2,380,Rugby World Cup 2015_ôèÊ #webelliscup #trophytour #lbofhounslow #beinspired2015 @ Redlees Park https://t.co/iOePaIhYEI
0,170,3 nil Japan #rwc2015 @ Rugby World Cup South Africa vs Japan https://t.co/5o5EnUZwvR
0,866,Rugby World Cup NZ v Arg. Yes I'm supporting The All Blacks @MGaletti01 http://t.co/7QW0yHaP7b
-1,293,Waking up to Rugby World Cup tickets arriving in the post! #everybodylovespost #bankholidayweekendäó_ https://t.co/hWxxp2cOLu
0,623,Rugby World Cup with my bezzie m8 äÖ_¥Ÿè_ôè__ôÍì #twickenham #rwc @ Twickenham Stadium https://t.co/LyzCtxRBsJ
1,353,The opening ceremony of the 2015 Rugby World Cup. Cheering on @englandrugby #RWC2015 #WearTheRoseäó_ https://t.co/pwtgZIH41o
-1,665,Clearly Japanese this guy _ôÖÅ @ Rugby World Cup South Africa vs Japan https://t.co/B4Ppf5oA5i
1,447,Twickenham Stadium on the day of the Rugby World Cup Final #passionpassport #exploretheglobeäó_ https://t.co/2kAypC24Cf
0,333,Get ready for the Rugby World Cup. Here is the line up. #RWC2015 #Essex http://t.co/moYDso72LX
0,342,World Cup #Rugby on the big screens!! @ Trafalgar Square City of Westminster UK https://t.co/Nw7G1Y6zEC
0,615,Rugby World Cup - Australia v Scotland #RWC #England2015 @ Twickenham Stadium https://t.co/NPhuC2soop
2,667,#newhamfanzone #hairomania #rugbyworldcup2015 @ Rugby World Cup 2015 Olympic Park Fanzone https://t.co/gYbkgVNt8w
0,5,Sorpresa en Rugby World Cup 2015 Japí_n 34 Sudíçfrica 32. Histí_rico triunfo. Duro traspií© de una de las potencia del rugby mundial
-2,140,Incredible  beautiful game RT @dashbot: Ooh  Rugby World Cup starts next week. Is this the year I learn how rugby works and attempt to care?
2,279,Rugby World Cup 2015. Chilling with my Boo  cheering our country #rwc2015 #englandrugby #englandäó_ https://t.co/3uigGXIHpk
1,507,Day 1 England v Fiji Rugby World Cup 2015! BOOM _ôï__ôèé_ôè_ @ Twickenham Stadium https://t.co/Azc7yzMPWx
-1,55,GlutenFree Beer stash ready to go for Rugby World Cup.... Thinking at this rate I should have got inäó_ https://t.co/1wGhqkPbxB
2,221,The Final LIVE @thealma_n1 #newzealandvaustralia BOOK NOW 02072263531   Rugby World Cup Finaläó_ https://t.co/eiCTirmjKP
1,46,Our Anzac Rugby World Cup Dream Teams - FOX SPORTS Australia #RWC2015 https://t.co/q7L5gV9NKT
-1,562,How British security guards at a world cup celebrate the final #RugbyWorldCup @ Twickenham Rugbyäó_ https://t.co/23m8Vydy6p
1,416,Dale que empieza Vamos por el pase pumas! @ 2015 Rugby World Cup https://t.co/14URzgHoIa
2,842,Rugby World Cup Quarter Final: South Africa v. Wales!!! _ôè__ôè_ C'mon Southäó_ https://t.co/dryuRofCMd
2,576,It's that time of year! Rugby World Cup Wrap Party. Let's finish this off in style! @CormacRabläó_ https://t.co/fBmY251aWW
-1,473,Home nations Rugby World Cup platter #rugbyworldcup @ Wentworth Golf Club https://t.co/LqwmOV5jiZ
1,563,At the #fanzone to see the anthems. Go #manusamoa #samvsusa #worldcup2015 #rwc2015 @ Rugby World Cupäó_ https://t.co/5KrR4MzG66
2,100,Bring it on! SA vs USA @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/p8QFc04JUz
2,113,All Blacks World Cup 2015 #allblacks #allblacks2015 #newzealand #newzealandfinds #rugby #DJI #fly3dräó_ https://t.co/9f8gzCz1Vw
-1,378,World Cup vibes! msledrole #rugbyworldcup #franceitaly #France #rugby #Italy #twickenhamäó_ https://t.co/0cxOvo3xK0
1,293,Working at the Rugby World Cup final today was an amazing experience #vibes #rugbyworldcup #2015 @äó_ https://t.co/nXfUd5dP6U
0,444,First of a few outings! Rugby World Cup! #RugbyWorldCup #RWC2015 #nzvsnamibia #OlympicStadium @ Queenäó_ https://t.co/z1isoTBKci
1,278,The Final LIVE @thealma_n1 #newzealandvaustralia BOOK NOW 02072263531   Rugby World Cup Finaläó_ https://t.co/D8mtSwuVGm
2,168,USA-RSA here we go! @ Rugby World Cup Olympic Stadium South Africa V USA https://t.co/guSMAi5cbE
0,350,Watching the Rugby world cup game USA V S AFRICA at Olympic park #strangeball
0,337,King Sonny and Charlie boy @ Twickenham Stadium Rugby World Cup Final https://t.co/Ieu676Pwg1
0,240,Rugby World Cup: Hawk-Eye ready for action http://t.co/YLNOLEJzQ5 #business #marketing
-2,39,After work and watching the opening game of the rugby world cup. Someone explain what's going onäó_ https://t.co/jaPDqowEix
0,841,Definitely just had a chat with this man. What an absolute hero #rwc2015 @ 2015 Rugby World Cup -äó_ https://t.co/PYIwlyUImv
-2,775,Thrilled to be at the Quarter Final of the Rugby World Cup! And see the boys get over the lineäó_ https://t.co/kz4KkphXCc
1,192,Cmon Namibia @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/kRG9Fp74FT
1,259,Busico mondiale @ Rugby World Cup Olympic Stadium New Zealand v Namibia https://t.co/TvwDmAI2wi
2,371,The start to a fantastic evening!  #RWC2015 #carrythemhome @ Rugby World Cup Opening Ceremony https://t.co/cSeCluYZK1
0,321,Risto tackles me like he is preparing for the Rugby World Cup at 5am in the park. I end up in a slingäó_ https://t.co/1oMAcd12vO
2,150,Semi-final time! _ôè__ôèÊ but first #AussieSGP _ô___ôÍÂ @ Rugby World Cup Opening Ceremony https://t.co/BqKsnVupIn
2,632,Rugby World Cup 2015
-1,209,If we'd known the rugby World Cup was coming we'd have baked a cake... This one definitely scores -äó_ https://t.co/mjHNeU3LMf
0,837,Amazing day yesterday for the start of the #Rugby #World #Cup with my bestie lucyannewhite Awesomeäó_ https://t.co/uSABbfFFZt
2,152,Are you ready for Rugby World Cup? We'll have it all in our new big screens of pure HD. Happy houräó_ https://t.co/REJHaxodFt
1,798,#rwc2015 #newzealand #namibia _ôè__ôˆå_ôˆ__ôè_ @ Rugby World Cup Olympic Stadium Newäó_ https://t.co/buSL87yYOM
2,157,I did lots of silly costumes for the new @ITV advert for their coverage of the Rugby World Cup.äó_ https://t.co/oUg6TBgcc8
1,46,Flags of the Rugby World Cup  #londoneye #rwc2015 #London @ The Official London Eye https://t.co/WP5g8zgwEp
0,628,So  I had an awesome day. Watched the All Blacks and faced the Haka at Wembley in the Rugby World Cupäó_ https://t.co/OI1HMaASHq
1,767,Meeting Bill Beaumont yesterday at the Fiji welcoming ceremony to the rugby World Cupäó_ https://t.co/Y5luDXbkdk
2,272,Seconds before that fateful penalty decision - Scotland vs Australia - Rugby World Cup 2015 Quarteräó_ https://t.co/hDSHEo7lWE
1,579,Humbled blessed and thankful for the opportunity to get a taste of World Cup rugby. Something Iäó_ https://t.co/Mwkq0KqkgI
2,447,Rugby World Cup x London Eye _ôè__ôè__ôè_ _ô_ç_ô_ç_ô_ç @ The Official London Eye https://t.co/oCNslF5R6a
0,646,My view today at the Rugby World Cup Game  played between springboksofficial and @usarugby at theäó_ https://t.co/XNaXUKwIYK
-2,768,Rugby World Cup: the flags are out for tournament worth 'up to Œ£1bn' for UK http://t.co/OLpM634wPf #London http://t.co/mTf2y1qTbV
0,862,Rugby World Cup nosh at Eagle...Ü€©Ü‰ÁÜ€ñÜ€_è__ÜÅÈÜÅëÜ‰_Î_´ÜÅî_£¿!_ôè__ôçî_ôÍ´ #rugbyworldcup2015 #englandvswales #pub #burgeräó_ https://t.co/pBYJNJe7pI
2,384,Incredible seats to cheer on France to their first victory of the #rugby world cup #rwc2015äó_ https://t.co/ypu9Ud6usU
1,346,New Zealand house is ready for the all blacks in the rugby World Cup (at @HubWestminster) https://t.co/qPLp7xtj39 http://t.co/AToJYRhe36
1,370,#RugbyWorldCup #RWC2015 @ Rugby World Cup 2015 Fan Zone Trafalgar Square London https://t.co/zdv5mE3YQx
0,249,Day out in London followed by a world cup rugby game #rugbyworldcup #olympicstadium @ Olympicäó_ https://t.co/VwQpDqYXJm
-2,990,A great victory for Japan! #RWC2015 @ Rugby World Cup South Africa vs Japan https://t.co/KPo4YvqykE
2,552,These seats are really quite good. V. Happy. Rugby World Cup 2015 #rwc2015 http://t.co/D6wt5yczAf
2,805,#VamosPumas #VamosPorMas @RWC2015 Orgullosa de ustedes! @ Rugby World Cup 2015 Virtual Bar https://t.co/57gVELcmtv
-1,67,Rugby World Cup #Argentina #southafrica #olympicstadium #london #rugbyworldcup @ Queen Elizabethäó_ https://t.co/2zUKW8HJxQ
-1,436,Rugby World Cup final 2015 with anguscross15 - what a day! #rwc2015 @ Twickenham Rugy Stadium https://t.co/VzIu6F8afy
1,567,Fireworks light up the stadium after the NZ All Blacks win the Rugby World Cup! @ Twickenham Stadiumäó_ https://t.co/5l5QbauCvt
1,32,#olympic #cockandballs @ Rugby World Cup 2015 Bronze Final - South Africa v Argentina https://t.co/UB7krdWpoQ
2,768,Rugby world cup #happyday #billyinlondon #billytravel #crewlife #thaicrew #thaicabincrew #londonäó_ https://t.co/444VhC96gb
-1,475,Amazing day at the rugby semi final World Cup #newzealandsouthafrica _ôè_ @ Twickenham Stadium https://t.co/9dRopWYbuh
2,734,Last day at work! The Rugby World Cup 2015 has official come to an end for me  my most amazingäó_ https://t.co/9vGOXDhWhj
0,872,Losers on the field  but winners in our hearts _ôˆ__ôˆ_äù_¥Ÿè #AUSSIEAUSSIEAUSSIE @ Rugby World Cup Fanzoneäó_ https://t.co/dRZq5B08kI
